[[0, 8], [2, 4], [3, 5], [6, 7]]
[40, 49, 17, 38, 43, 52, 39, 51]
[40, 49, 17, 38, 43, 39, 51, 53]
[40, 49, 17, 38, 43, 39, 51, 54]
[40, 49, 17, 38, 43, 52, 39, 53]
[40, 49, 17, 38, 43, 52, 39, 54]
[40, 49, 17, 38, 43, 39, 53, 54]
[40, 17, 38, 43, 50, 52, 39, 51]
[40, 17, 38, 43, 50, 39, 51, 53]
[40, 17, 38, 43, 50, 39, 51, 54]
[40, 17, 38, 43, 50, 52, 39, 53]
[40, 17, 38, 43, 50, 52, 39, 54]
[40, 17, 38, 43, 50, 39, 53, 54]
[40, 17, 38, 43, 52, 39, 51, 53]
[40, 17, 38, 43, 52, 39, 51, 54]
[40, 17, 38, 43, 39, 51, 53, 54]
[40, 17, 38, 43, 52, 39, 53, 54]
[40, 49, 17, 38, 50, 39, 44, 51]
[40, 49, 17, 38, 50, 52, 39, 44]
[40, 49, 17, 38, 50, 39, 44, 53]
[40, 49, 17, 38, 50, 39, 44, 54]
[40, 49, 17, 38, 52, 39, 44, 51]
[40, 49, 17, 38, 39, 44, 51, 53]
[40, 49, 17, 38, 39, 44, 51, 54]
[40, 49, 17, 38, 52, 39, 44, 53]
[40, 49, 17, 38, 52, 39, 44, 54]
[40, 49, 17, 38, 39, 44, 53, 54]
[40, 17, 38, 50, 52, 39, 44, 51]
[40, 17, 38, 50, 39, 44, 51, 53]
[40, 17, 38, 50, 39, 44, 51, 54]
[40, 17, 38, 50, 52, 39, 44, 53]
[40, 17, 38, 50, 52, 39, 44, 54]
[40, 17, 38, 50, 39, 44, 53, 54]
[40, 17, 38, 52, 39, 44, 51, 53]
[40, 17, 38, 52, 39, 44, 51, 54]
[40, 17, 38, 39, 44, 51, 53, 54]
[40, 17, 38, 52, 39, 44, 53, 54]
[40, 49, 17, 38, 50, 52, 39, 51]
[40, 49, 17, 38, 50, 39, 51, 53]
[40, 49, 17, 38, 50, 39, 51, 54]
[40, 49, 17, 38, 50, 52, 39, 53]
[40, 49, 17, 38, 50, 52, 39, 54]
[40, 49, 17, 38, 50, 39, 53, 54]
[40, 49, 17, 38, 52, 39, 51, 53]
[40, 49, 17, 38, 52, 39, 51, 54]
[40, 49, 17, 38, 39, 51, 53, 54]
[40, 49, 17, 38, 52, 39, 53, 54]
[40, 17, 38, 50, 52, 39, 51, 53]
[40, 17, 38, 50, 52, 39, 51, 54]
[40, 17, 38, 50, 39, 51, 53, 54]
[40, 17, 38, 50, 52, 39, 53, 54]
[40, 17, 38, 52, 39, 51, 53, 54]
[42, 49, 17, 38, 43, 50, 39, 44]
[42, 49, 17, 38, 43, 39, 44, 51]
[42, 49, 17, 38, 43, 52, 39, 44]
[42, 49, 17, 38, 43, 39, 44, 53]
[42, 49, 17, 38, 43, 39, 44, 54]
[42, 17, 38, 43, 50, 39, 44, 51]
[42, 17, 38, 43, 50, 52, 39, 44]
[42, 17, 38, 43, 50, 39, 44, 53]
[42, 17, 38, 43, 50, 39, 44, 54]
[42, 17, 38, 43, 52, 39, 44, 51]
[42, 17, 38, 43, 39, 44, 51, 53]
[42, 17, 38, 43, 39, 44, 51, 54]
[42, 17, 38, 43, 52, 39, 44, 53]
[42, 17, 38, 43, 52, 39, 44, 54]
[42, 17, 38, 43, 39, 44, 53, 54]
[42, 49, 17, 38, 43, 50, 39, 51]
[42, 49, 17, 38, 43, 50, 52, 39]
[42, 49, 17, 38, 43, 50, 39, 53]
[42, 49, 17, 38, 43, 50, 39, 54]
[42, 49, 17, 38, 43, 52, 39, 51]
[42, 49, 17, 38, 43, 39, 51, 53]
[42, 49, 17, 38, 43, 39, 51, 54]
[42, 49, 17, 38, 43, 52, 39, 53]
[42, 49, 17, 38, 43, 52, 39, 54]
[42, 49, 17, 38, 43, 39, 53, 54]
[42, 17, 38, 43, 50, 52, 39, 51]
[42, 17, 38, 43, 50, 39, 51, 53]
[42, 17, 38, 43, 50, 39, 51, 54]
[42, 17, 38, 43, 50, 52, 39, 53]
[42, 17, 38, 43, 50, 52, 39, 54]
[42, 17, 38, 43, 50, 39, 53, 54]
[42, 17, 38, 43, 52, 39, 51, 53]
[42, 17, 38, 43, 52, 39, 51, 54]
[42, 17, 38, 43, 39, 51, 53, 54]
[42, 17, 38, 43, 52, 39, 53, 54]
[42, 49, 17, 38, 50, 39, 44, 51]
[42, 49, 17, 38, 50, 52, 39, 44]
[42, 49, 17, 38, 50, 39, 44, 53]
[42, 49, 17, 38, 50, 39, 44, 54]
[42, 49, 17, 38, 52, 39, 44, 51]
[42, 49, 17, 38, 39, 44, 51, 53]
[42, 49, 17, 38, 39, 44, 51, 54]
[42, 49, 17, 38, 52, 39, 44, 53]
[42, 49, 17, 38, 52, 39, 44, 54]
[42, 49, 17, 38, 39, 44, 53, 54]
[42, 17, 38, 50, 52, 39, 44, 51]
[42, 17, 38, 50, 39, 44, 51, 53]
[42, 17, 38, 50, 39, 44, 51, 54]
[42, 17, 38, 50, 52, 39, 44, 53]
[42, 17, 38, 50, 52, 39, 44, 54]
[42, 17, 38, 50, 39, 44, 53, 54]
[42, 17, 38, 52, 39, 44, 51, 53]
[42, 17, 38, 52, 39, 44, 51, 54]
[42, 17, 38, 39, 44, 51, 53, 54]
[42, 17, 38, 52, 39, 44, 53, 54]
[42, 49, 17, 38, 50, 52, 39, 51]
[42, 49, 17, 38, 50, 39, 51, 53]
[42, 49, 17, 38, 50, 39, 51, 54]
[42, 49, 17, 38, 50, 52, 39, 53]
[42, 49, 17, 38, 50, 52, 39, 54]
[42, 49, 17, 38, 50, 39, 53, 54]
[42, 49, 17, 38, 52, 39, 51, 53]
[42, 49, 17, 38, 52, 39, 51, 54]
[42, 49, 17, 38, 39, 51, 53, 54]
[42, 49, 17, 38, 52, 39, 53, 54]
[42, 17, 38, 50, 52, 39, 51, 53]
[42, 17, 38, 50, 52, 39, 51, 54]
[42, 17, 38, 50, 39, 51, 53, 54]
[42, 17, 38, 50, 52, 39, 53, 54]
[42, 17, 38, 52, 39, 51, 53, 54]
[49, 17, 38, 43, 50, 39, 44, 51]
[49, 17, 38, 43, 50, 52, 39, 44]
[49, 17, 38, 43, 50, 39, 44, 53]
[49, 17, 38, 43, 50, 39, 44, 54]
[49, 17, 38, 43, 52, 39, 44, 51]
[49, 17, 38, 43, 39, 44, 51, 53]
[49, 17, 38, 43, 39, 44, 51, 54]
[49, 17, 38, 43, 52, 39, 44, 53]
[49, 17, 38, 43, 52, 39, 44, 54]
[49, 17, 38, 43, 39, 44, 53, 54]
[17, 38, 43, 50, 52, 39, 44, 51]
[17, 38, 43, 50, 39, 44, 51, 53]
[17, 38, 43, 50, 39, 44, 51, 54]
[17, 38, 43, 50, 52, 39, 44, 53]
[17, 38, 43, 50, 52, 39, 44, 54]
[17, 38, 43, 50, 39, 44, 53, 54]
[17, 38, 43, 52, 39, 44, 51, 53]
[17, 38, 43, 52, 39, 44, 51, 54]
[17, 38, 43, 39, 44, 51, 53, 54]
[17, 38, 43, 52, 39, 44, 53, 54]
[49, 17, 38, 43, 50, 52, 39, 51]
[49, 17, 38, 43, 50, 39, 51, 53]
[49, 17, 38, 43, 50, 39, 51, 54]
[49, 17, 38, 43, 50, 52, 39, 53]
[49, 17, 38, 43, 50, 52, 39, 54]
[49, 17, 38, 43, 50, 39, 53, 54]
[49, 17, 38, 43, 52, 39, 51, 53]
[49, 17, 38, 43, 52, 39, 51, 54]
[49, 17, 38, 43, 39, 51, 53, 54]
[49, 17, 38, 43, 52, 39, 53, 54]
[17, 38, 43, 50, 52, 39, 51, 53]
[17, 38, 43, 50, 52, 39, 51, 54]
[17, 38, 43, 50, 39, 51, 53, 54]
[17, 38, 43, 50, 52, 39, 53, 54]
[17, 38, 43, 52, 39, 51, 53, 54]
[49, 17, 38, 50, 52, 39, 44, 51]
[49, 17, 38, 50, 39, 44, 51, 53]
[49, 17, 38, 50, 39, 44, 51, 54]
[49, 17, 38, 50, 52, 39, 44, 53]
[49, 17, 38, 50, 52, 39, 44, 54]
[49, 17, 38, 50, 39, 44, 53, 54]
[49, 17, 38, 52, 39, 44, 51, 53]
[49, 17, 38, 52, 39, 44, 51, 54]
[49, 17, 38, 39, 44, 51, 53, 54]
[49, 17, 38, 52, 39, 44, 53, 54]
[17, 38, 50, 52, 39, 44, 51, 53]
[17, 38, 50, 52, 39, 44, 51, 54]
[17, 38, 50, 39, 44, 51, 53, 54]
[17, 38, 50, 52, 39, 44, 53, 54]
[17, 38, 52, 39, 44, 51, 53, 54]
[49, 17, 38, 50, 52, 39, 51, 53]
[49, 17, 38, 50, 52, 39, 51, 54]
[49, 17, 38, 50, 39, 51, 53, 54]
[49, 17, 38, 50, 52, 39, 53, 54]
[49, 17, 38, 52, 39, 51, 53, 54]
[17, 38, 50, 52, 39, 51, 53, 54]
[40, 42, 49, 17, 38, 43, 50, 44]
[40, 42, 49, 17, 38, 43, 44, 51]
[40, 42, 49, 17, 38, 43, 52, 44]
[40, 42, 49, 17, 38, 43, 44, 53]
[40, 42, 49, 17, 38, 43, 44, 54]
[40, 42, 17, 38, 43, 50, 44, 51]
[40, 42, 17, 38, 43, 50, 52, 44]
[40, 42, 17, 38, 43, 50, 44, 53]
[40, 42, 17, 38, 43, 50, 44, 54]
[40, 42, 17, 38, 43, 52, 44, 51]
[40, 42, 17, 38, 43, 44, 51, 53]
[40, 42, 17, 38, 43, 44, 51, 54]
[40, 42, 17, 38, 43, 52, 44, 53]
[40, 42, 17, 38, 43, 52, 44, 54]
[40, 42, 17, 38, 43, 44, 53, 54]
[40, 42, 49, 17, 38, 43, 50, 51]
[40, 42, 49, 17, 38, 43, 50, 52]
[40, 42, 49, 17, 38, 43, 50, 53]
[40, 42, 49, 17, 38, 43, 50, 54]
[40, 42, 49, 17, 38, 43, 52, 51]
[40, 42, 49, 17, 38, 43, 51, 53]
[40, 42, 49, 17, 38, 43, 51, 54]
[40, 42, 49, 17, 38, 43, 52, 53]
[40, 42, 49, 17, 38, 43, 52, 54]
[40, 42, 49, 17, 38, 43, 53, 54]
[40, 42, 17, 38, 43, 50, 52, 51]
[40, 42, 17, 38, 43, 50, 51, 53]
[40, 42, 17, 38, 43, 50, 51, 54]
[40, 42, 17, 38, 43, 50, 52, 53]
[40, 42, 17, 38, 43, 50, 52, 54]
[40, 42, 17, 38, 43, 50, 53, 54]
[40, 42, 17, 38, 43, 52, 51, 53]
[40, 42, 17, 38, 43, 52, 51, 54]
[40, 42, 17, 38, 43, 51, 53, 54]
[40, 42, 17, 38, 43, 52, 53, 54]
[40, 42, 49, 17, 38, 50, 44, 51]
[40, 42, 49, 17, 38, 50, 52, 44]
[40, 42, 49, 17, 38, 50, 44, 53]
[40, 42, 49, 17, 38, 50, 44, 54]
[40, 42, 49, 17, 38, 52, 44, 51]
[40, 42, 49, 17, 38, 44, 51, 53]
[40, 42, 49, 17, 38, 44, 51, 54]
[40, 42, 49, 17, 38, 52, 44, 53]
[40, 42, 49, 17, 38, 52, 44, 54]
[40, 42, 49, 17, 38, 44, 53, 54]
[40, 42, 17, 38, 50, 52, 44, 51]
[40, 42, 17, 38, 50, 44, 51, 53]
[40, 42, 17, 38, 50, 44, 51, 54]
[40, 42, 17, 38, 50, 52, 44, 53]
[40, 42, 17, 38, 50, 52, 44, 54]
[40, 42, 17, 38, 50, 44, 53, 54]
[40, 42, 17, 38, 52, 44, 51, 53]
[40, 42, 17, 38, 52, 44, 51, 54]
[40, 42, 17, 38, 44, 51, 53, 54]
[40, 42, 17, 38, 52, 44, 53, 54]
[40, 42, 49, 17, 38, 50, 52, 51]
[40, 42, 49, 17, 38, 50, 51, 53]
[40, 42, 49, 17, 38, 50, 51, 54]
[40, 42, 49, 17, 38, 50, 52, 53]
[40, 42, 49, 17, 38, 50, 52, 54]
[40, 42, 49, 17, 38, 50, 53, 54]
[40, 42, 49, 17, 38, 52, 51, 53]
[40, 42, 49, 17, 38, 52, 51, 54]
[40, 42, 49, 17, 38, 51, 53, 54]
[40, 42, 49, 17, 38, 52, 53, 54]
[40, 42, 17, 38, 50, 52, 51, 53]
[40, 42, 17, 38, 50, 52, 51, 54]
[40, 42, 17, 38, 50, 51, 53, 54]
[40, 42, 17, 38, 50, 52, 53, 54]
[40, 42, 17, 38, 52, 51, 53, 54]
[40, 49, 17, 38, 43, 50, 44, 51]
[40, 49, 17, 38, 43, 50, 52, 44]
[40, 49, 17, 38, 43, 50, 44, 53]
[40, 49, 17, 38, 43, 50, 44, 54]
[40, 49, 17, 38, 43, 52, 44, 51]
[40, 49, 17, 38, 43, 44, 51, 53]
[40, 49, 17, 38, 43, 44, 51, 54]
[40, 49, 17, 38, 43, 52, 44, 53]
[40, 49, 17, 38, 43, 52, 44, 54]
[40, 49, 17, 38, 43, 44, 53, 54]
[40, 17, 38, 43, 50, 52, 44, 51]
[40, 17, 38, 43, 50, 44, 51, 53]
[40, 17, 38, 43, 50, 44, 51, 54]
[40, 17, 38, 43, 50, 52, 44, 53]
[40, 17, 38, 43, 50, 52, 44, 54]
[40, 17, 38, 43, 50, 44, 53, 54]
[40, 17, 38, 43, 52, 44, 51, 53]
[40, 17, 38, 43, 52, 44, 51, 54]
[40, 17, 38, 43, 44, 51, 53, 54]
[40, 17, 38, 43, 52, 44, 53, 54]
[40, 49, 17, 38, 43, 50, 52, 51]
[40, 49, 17, 38, 43, 50, 51, 53]
[40, 49, 17, 38, 43, 50, 51, 54]
[40, 49, 17, 38, 43, 50, 52, 53]
[40, 49, 17, 38, 43, 50, 52, 54]
[40, 49, 17, 38, 43, 50, 53, 54]
[40, 49, 17, 38, 43, 52, 51, 53]
[40, 49, 17, 38, 43, 52, 51, 54]
[40, 49, 17, 38, 43, 51, 53, 54]
[40, 49, 17, 38, 43, 52, 53, 54]
[40, 17, 38, 43, 50, 52, 51, 53]
[40, 17, 38, 43, 50, 52, 51, 54]
[40, 17, 38, 43, 50, 51, 53, 54]
[40, 17, 38, 43, 50, 52, 53, 54]
[40, 17, 38, 43, 52, 51, 53, 54]
[40, 49, 17, 38, 50, 52, 44, 51]
[40, 49, 17, 38, 50, 44, 51, 53]
[40, 49, 17, 38, 50, 44, 51, 54]
[40, 49, 17, 38, 50, 52, 44, 53]
[40, 49, 17, 38, 50, 52, 44, 54]
[40, 49, 17, 38, 50, 44, 53, 54]
[40, 49, 17, 38, 52, 44, 51, 53]
[40, 49, 17, 38, 52, 44, 51, 54]
[40, 49, 17, 38, 44, 51, 53, 54]
[40, 49, 17, 38, 52, 44, 53, 54]
[40, 17, 38, 50, 52, 44, 51, 53]
[40, 17, 38, 50, 52, 44, 51, 54]
[40, 17, 38, 50, 44, 51, 53, 54]
[40, 17, 38, 50, 52, 44, 53, 54]
[40, 17, 38, 52, 44, 51, 53, 54]
[40, 49, 17, 38, 50, 52, 51, 53]
[40, 49, 17, 38, 50, 52, 51, 54]
[40, 49, 17, 38, 50, 51, 53, 54]
[40, 49, 17, 38, 50, 52, 53, 54]
[40, 49, 17, 38, 52, 51, 53, 54]
[40, 17, 38, 50, 52, 51, 53, 54]
[42, 49, 17, 38, 43, 50, 44, 51]
[42, 49, 17, 38, 43, 50, 52, 44]
[42, 49, 17, 38, 43, 50, 44, 53]
[42, 49, 17, 38, 43, 50, 44, 54]
[42, 49, 17, 38, 43, 52, 44, 51]
[42, 49, 17, 38, 43, 44, 51, 53]
[42, 49, 17, 38, 43, 44, 51, 54]
[42, 49, 17, 38, 43, 52, 44, 53]
[42, 49, 17, 38, 43, 52, 44, 54]
[42, 49, 17, 38, 43, 44, 53, 54]
[42, 17, 38, 43, 50, 52, 44, 51]
[42, 17, 38, 43, 50, 44, 51, 53]
[42, 17, 38, 43, 50, 44, 51, 54]
[42, 17, 38, 43, 50, 52, 44, 53]
[42, 17, 38, 43, 50, 52, 44, 54]
[42, 17, 38, 43, 50, 44, 53, 54]
[42, 17, 38, 43, 52, 44, 51, 53]
[42, 17, 38, 43, 52, 44, 51, 54]
[42, 17, 38, 43, 44, 51, 53, 54]
[42, 17, 38, 43, 52, 44, 53, 54]
[42, 49, 17, 38, 43, 50, 52, 51]
[42, 49, 17, 38, 43, 50, 51, 53]
[42, 49, 17, 38, 43, 50, 51, 54]
[42, 49, 17, 38, 43, 50, 52, 53]
[42, 49, 17, 38, 43, 50, 52, 54]
[42, 49, 17, 38, 43, 50, 53, 54]
[42, 49, 17, 38, 43, 52, 51, 53]
[42, 49, 17, 38, 43, 52, 51, 54]
[42, 49, 17, 38, 43, 51, 53, 54]
[42, 49, 17, 38, 43, 52, 53, 54]
[42, 17, 38, 43, 50, 52, 51, 53]
[42, 17, 38, 43, 50, 52, 51, 54]
[42, 17, 38, 43, 50, 51, 53, 54]
[42, 17, 38, 43, 50, 52, 53, 54]
[42, 17, 38, 43, 52, 51, 53, 54]
[42, 49, 17, 38, 50, 52, 44, 51]
[42, 49, 17, 38, 50, 44, 51, 53]
[42, 49, 17, 38, 50, 44, 51, 54]
[42, 49, 17, 38, 50, 52, 44, 53]
[42, 49, 17, 38, 50, 52, 44, 54]
[42, 49, 17, 38, 50, 44, 53, 54]
[42, 49, 17, 38, 52, 44, 51, 53]
[42, 49, 17, 38, 52, 44, 51, 54]
[42, 49, 17, 38, 44, 51, 53, 54]
[42, 49, 17, 38, 52, 44, 53, 54]
[42, 17, 38, 50, 52, 44, 51, 53]
[42, 17, 38, 50, 52, 44, 51, 54]
[42, 17, 38, 50, 44, 51, 53, 54]
[42, 17, 38, 50, 52, 44, 53, 54]
[42, 17, 38, 52, 44, 51, 53, 54]
[42, 49, 17, 38, 50, 52, 51, 53]
[42, 49, 17, 38, 50, 52, 51, 54]
[42, 49, 17, 38, 50, 51, 53, 54]
[42, 49, 17, 38, 50, 52, 53, 54]
[42, 49, 17, 38, 52, 51, 53, 54]
[42, 17, 38, 50, 52, 51, 53, 54]
[49, 17, 38, 43, 50, 52, 44, 51]
[49, 17, 38, 43, 50, 44, 51, 53]
[49, 17, 38, 43, 50, 44, 51, 54]
[49, 17, 38, 43, 50, 52, 44, 53]
[49, 17, 38, 43, 50, 52, 44, 54]
[49, 17, 38, 43, 50, 44, 53, 54]
[49, 17, 38, 43, 52, 44, 51, 53]
[49, 17, 38, 43, 52, 44, 51, 54]
[49, 17, 38, 43, 44, 51, 53, 54]
[49, 17, 38, 43, 52, 44, 53, 54]
[17, 38, 43, 50, 52, 44, 51, 53]
[17, 38, 43, 50, 52, 44, 51, 54]
[17, 38, 43, 50, 44, 51, 53, 54]
[17, 38, 43, 50, 52, 44, 53, 54]
[17, 38, 43, 52, 44, 51, 53, 54]
[49, 17, 38, 43, 50, 52, 51, 53]
[49, 17, 38, 43, 50, 52, 51, 54]
[49, 17, 38, 43, 50, 51, 53, 54]
[49, 17, 38, 43, 50, 52, 53, 54]
[49, 17, 38, 43, 52, 51, 53, 54]
[17, 38, 43, 50, 52, 51, 53, 54]
[49, 17, 38, 50, 52, 44, 51, 53]
[49, 17, 38, 50, 52, 44, 51, 54]
[49, 17, 38, 50, 44, 51, 53, 54]
[49, 17, 38, 50, 52, 44, 53, 54]
[49, 17, 38, 52, 44, 51, 53, 54]
[17, 38, 50, 52, 44, 51, 53, 54]
[49, 17, 38, 50, 52, 51, 53, 54]
[40, 42, 49, 17, 43, 50, 39, 44]
[40, 42, 49, 17, 43, 39, 44, 51]
[40, 42, 49, 17, 43, 52, 39, 44]
[40, 42, 49, 17, 43, 39, 44, 53]
[40, 42, 49, 17, 43, 39, 44, 54]
[40, 42, 17, 43, 50, 39, 44, 51]
[40, 42, 17, 43, 50, 52, 39, 44]
[40, 42, 17, 43, 50, 39, 44, 53]
[40, 42, 17, 43, 50, 39, 44, 54]
[40, 42, 17, 43, 52, 39, 44, 51]
[40, 42, 17, 43, 39, 44, 51, 53]
[40, 42, 17, 43, 39, 44, 51, 54]
[40, 42, 17, 43, 52, 39, 44, 53]
[40, 42, 17, 43, 52, 39, 44, 54]
[40, 42, 17, 43, 39, 44, 53, 54]
[40, 42, 49, 17, 43, 50, 39, 51]
[40, 42, 49, 17, 43, 50, 52, 39]
[40, 42, 49, 17, 43, 50, 39, 53]
[40, 42, 49, 17, 43, 50, 39, 54]
[40, 42, 49, 17, 43, 52, 39, 51]
[40, 42, 49, 17, 43, 39, 51, 53]
[40, 42, 49, 17, 43, 39, 51, 54]
[40, 42, 49, 17, 43, 52, 39, 53]
[40, 42, 49, 17, 43, 52, 39, 54]
[40, 42, 49, 17, 43, 39, 53, 54]
[40, 42, 17, 43, 50, 52, 39, 51]
[40, 42, 17, 43, 50, 39, 51, 53]
[40, 42, 17, 43, 50, 39, 51, 54]
[40, 42, 17, 43, 50, 52, 39, 53]
[40, 42, 17, 43, 50, 52, 39, 54]
[40, 42, 17, 43, 50, 39, 53, 54]
[40, 42, 17, 43, 52, 39, 51, 53]
[40, 42, 17, 43, 52, 39, 51, 54]
[40, 42, 17, 43, 39, 51, 53, 54]
[40, 42, 17, 43, 52, 39, 53, 54]
[40, 42, 49, 17, 50, 39, 44, 51]
[40, 42, 49, 17, 50, 52, 39, 44]
[40, 42, 49, 17, 50, 39, 44, 53]
[40, 42, 49, 17, 50, 39, 44, 54]
[40, 42, 49, 17, 52, 39, 44, 51]
[40, 42, 49, 17, 39, 44, 51, 53]
[40, 42, 49, 17, 39, 44, 51, 54]
[40, 42, 49, 17, 52, 39, 44, 53]
[40, 42, 49, 17, 52, 39, 44, 54]
[40, 42, 49, 17, 39, 44, 53, 54]
[40, 42, 17, 50, 52, 39, 44, 51]
[40, 42, 17, 50, 39, 44, 51, 53]
[40, 42, 17, 50, 39, 44, 51, 54]
[40, 42, 17, 50, 52, 39, 44, 53]
[40, 42, 17, 50, 52, 39, 44, 54]
[40, 42, 17, 50, 39, 44, 53, 54]
[40, 42, 17, 52, 39, 44, 51, 53]
[40, 42, 17, 52, 39, 44, 51, 54]
[40, 42, 17, 39, 44, 51, 53, 54]
[40, 42, 17, 52, 39, 44, 53, 54]
[40, 42, 49, 17, 50, 52, 39, 51]
[40, 42, 49, 17, 50, 39, 51, 53]
[40, 42, 49, 17, 50, 39, 51, 54]
[40, 42, 49, 17, 50, 52, 39, 53]
[40, 42, 49, 17, 50, 52, 39, 54]
[40, 42, 49, 17, 50, 39, 53, 54]
[40, 42, 49, 17, 52, 39, 51, 53]
[40, 42, 49, 17, 52, 39, 51, 54]
[40, 42, 49, 17, 39, 51, 53, 54]
[40, 42, 49, 17, 52, 39, 53, 54]
[40, 42, 17, 50, 52, 39, 51, 53]
[40, 42, 17, 50, 52, 39, 51, 54]
[40, 42, 17, 50, 39, 51, 53, 54]
[40, 42, 17, 50, 52, 39, 53, 54]
[40, 42, 17, 52, 39, 51, 53, 54]
[40, 49, 17, 43, 50, 39, 44, 51]
[40, 49, 17, 43, 50, 52, 39, 44]
[40, 49, 17, 43, 50, 39, 44, 53]
[40, 49, 17, 43, 50, 39, 44, 54]
[40, 49, 17, 43, 52, 39, 44, 51]
[40, 49, 17, 43, 39, 44, 51, 53]
[40, 49, 17, 43, 39, 44, 51, 54]
[40, 49, 17, 43, 52, 39, 44, 53]
[40, 49, 17, 43, 52, 39, 44, 54]
[40, 49, 17, 43, 39, 44, 53, 54]
[40, 17, 43, 50, 52, 39, 44, 51]
[40, 17, 43, 50, 39, 44, 51, 53]
[40, 17, 43, 50, 39, 44, 51, 54]
[40, 17, 43, 50, 52, 39, 44, 53]
[40, 17, 43, 50, 52, 39, 44, 54]
[40, 17, 43, 50, 39, 44, 53, 54]
[40, 17, 43, 52, 39, 44, 51, 53]
[40, 17, 43, 52, 39, 44, 51, 54]
[40, 17, 43, 39, 44, 51, 53, 54]
[40, 17, 43, 52, 39, 44, 53, 54]
[40, 49, 17, 43, 50, 52, 39, 51]
[40, 49, 17, 43, 50, 39, 51, 53]
[40, 49, 17, 43, 50, 39, 51, 54]
[40, 49, 17, 43, 50, 52, 39, 53]
[40, 49, 17, 43, 50, 52, 39, 54]
[40, 49, 17, 43, 50, 39, 53, 54]
[40, 49, 17, 43, 52, 39, 51, 53]
[40, 49, 17, 43, 52, 39, 51, 54]
[40, 49, 17, 43, 39, 51, 53, 54]
[40, 49, 17, 43, 52, 39, 53, 54]
[40, 17, 43, 50, 52, 39, 51, 53]
[40, 17, 43, 50, 52, 39, 51, 54]
[40, 17, 43, 50, 39, 51, 53, 54]
[40, 17, 43, 50, 52, 39, 53, 54]
[40, 17, 43, 52, 39, 51, 53, 54]
[40, 49, 17, 50, 52, 39, 44, 51]
[40, 49, 17, 50, 39, 44, 51, 53]
[40, 49, 17, 50, 39, 44, 51, 54]
[40, 49, 17, 50, 52, 39, 44, 53]
[40, 49, 17, 50, 52, 39, 44, 54]
[40, 49, 17, 50, 39, 44, 53, 54]
[40, 49, 17, 52, 39, 44, 51, 53]
[40, 49, 17, 52, 39, 44, 51, 54]
[40, 49, 17, 39, 44, 51, 53, 54]
[40, 49, 17, 52, 39, 44, 53, 54]
[40, 17, 50, 52, 39, 44, 51, 53]
[40, 17, 50, 52, 39, 44, 51, 54]
[40, 17, 50, 39, 44, 51, 53, 54]
[40, 17, 50, 52, 39, 44, 53, 54]
[40, 17, 52, 39, 44, 51, 53, 54]
[40, 49, 17, 50, 52, 39, 51, 53]
[40, 49, 17, 50, 52, 39, 51, 54]
[40, 49, 17, 50, 39, 51, 53, 54]
[40, 49, 17, 50, 52, 39, 53, 54]
[40, 49, 17, 52, 39, 51, 53, 54]
[40, 17, 50, 52, 39, 51, 53, 54]
[42, 49, 17, 43, 50, 39, 44, 51]
[42, 49, 17, 43, 50, 52, 39, 44]
[42, 49, 17, 43, 50, 39, 44, 53]
[42, 49, 17, 43, 50, 39, 44, 54]
[42, 49, 17, 43, 52, 39, 44, 51]
[42, 49, 17, 43, 39, 44, 51, 53]
[42, 49, 17, 43, 39, 44, 51, 54]
[42, 49, 17, 43, 52, 39, 44, 53]
[42, 49, 17, 43, 52, 39, 44, 54]
[42, 49, 17, 43, 39, 44, 53, 54]
[42, 17, 43, 50, 52, 39, 44, 51]
[42, 17, 43, 50, 39, 44, 51, 53]
[42, 17, 43, 50, 39, 44, 51, 54]
[42, 17, 43, 50, 52, 39, 44, 53]
[42, 17, 43, 50, 52, 39, 44, 54]
[42, 17, 43, 50, 39, 44, 53, 54]
[42, 17, 43, 52, 39, 44, 51, 53]
[42, 17, 43, 52, 39, 44, 51, 54]
[42, 17, 43, 39, 44, 51, 53, 54]
[42, 17, 43, 52, 39, 44, 53, 54]
[42, 49, 17, 43, 50, 52, 39, 51]
[42, 49, 17, 43, 50, 39, 51, 53]
[42, 49, 17, 43, 50, 39, 51, 54]
[42, 49, 17, 43, 50, 52, 39, 53]
[42, 49, 17, 43, 50, 52, 39, 54]
[42, 49, 17, 43, 50, 39, 53, 54]
[42, 49, 17, 43, 52, 39, 51, 53]
[42, 49, 17, 43, 52, 39, 51, 54]
[42, 49, 17, 43, 39, 51, 53, 54]
[42, 49, 17, 43, 52, 39, 53, 54]
[42, 17, 43, 50, 52, 39, 51, 53]
[42, 17, 43, 50, 52, 39, 51, 54]
[42, 17, 43, 50, 39, 51, 53, 54]
[42, 17, 43, 50, 52, 39, 53, 54]
[42, 17, 43, 52, 39, 51, 53, 54]
[42, 49, 17, 50, 52, 39, 44, 51]
[42, 49, 17, 50, 39, 44, 51, 53]
[42, 49, 17, 50, 39, 44, 51, 54]
[42, 49, 17, 50, 52, 39, 44, 53]
[42, 49, 17, 50, 52, 39, 44, 54]
[42, 49, 17, 50, 39, 44, 53, 54]
[42, 49, 17, 52, 39, 44, 51, 53]
[42, 49, 17, 52, 39, 44, 51, 54]
[42, 49, 17, 39, 44, 51, 53, 54]
[42, 49, 17, 52, 39, 44, 53, 54]
