[[2, 4], [3], [5], [6, 7]]
[1, 4, 13, 34, 49, 52, 54]
[1, 4, 13, 34, 49, 53, 54]
[1, 4, 13, 34, 50, 52, 51]
[1, 4, 13, 34, 50, 51, 53]
[1, 4, 13, 34, 50, 51, 54]
[1, 4, 13, 34, 50, 52, 53]
[1, 4, 13, 34, 50, 52, 54]
[1, 4, 13, 34, 50, 53, 54]
[1, 4, 13, 34, 52, 51, 53]
[1, 4, 13, 34, 52, 51, 54]
[1, 4, 13, 34, 51, 53, 54]
[1, 4, 13, 34, 52, 53, 54]
[1, 4, 13, 37, 49, 38, 39]
[1, 4, 13, 37, 38, 50, 39]
[1, 4, 13, 37, 38, 39, 51]
[1, 4, 13, 37, 38, 52, 39]
[1, 4, 13, 37, 38, 39, 53]
[1, 4, 13, 37, 38, 39, 54]
[1, 4, 13, 37, 49, 38, 50]
[1, 4, 13, 37, 49, 38, 51]
[1, 4, 13, 37, 49, 38, 52]
[1, 4, 13, 37, 49, 38, 53]
[1, 4, 13, 37, 49, 38, 54]
[1, 4, 13, 37, 38, 50, 51]
[1, 4, 13, 37, 38, 50, 52]
[1, 4, 13, 37, 38, 50, 53]
[1, 4, 13, 37, 38, 50, 54]
[1, 4, 13, 37, 38, 52, 51]
[1, 4, 13, 37, 38, 51, 53]
[1, 4, 13, 37, 38, 51, 54]
[1, 4, 13, 37, 38, 52, 53]
[1, 4, 13, 37, 38, 52, 54]
[1, 4, 13, 37, 38, 53, 54]
[1, 4, 13, 37, 49, 50, 39]
[1, 4, 13, 37, 49, 39, 51]
[1, 4, 13, 37, 49, 52, 39]
[1, 4, 13, 37, 49, 39, 53]
[1, 4, 13, 37, 49, 39, 54]
[1, 4, 13, 37, 50, 39, 51]
[1, 4, 13, 37, 50, 52, 39]
[1, 4, 13, 37, 50, 39, 53]
[1, 4, 13, 37, 50, 39, 54]
[1, 4, 13, 37, 52, 39, 51]
[1, 4, 13, 37, 39, 51, 53]
[1, 4, 13, 37, 39, 51, 54]
[1, 4, 13, 37, 52, 39, 53]
[1, 4, 13, 37, 52, 39, 54]
[1, 4, 13, 37, 39, 53, 54]
[1, 4, 13, 37, 49, 50, 51]
[1, 4, 13, 37, 49, 50, 52]
[1, 4, 13, 37, 49, 50, 53]
[1, 4, 13, 37, 49, 50, 54]
[1, 4, 13, 37, 49, 52, 51]
[1, 4, 13, 37, 49, 51, 53]
[1, 4, 13, 37, 49, 51, 54]
[1, 4, 13, 37, 49, 52, 53]
[1, 4, 13, 37, 49, 52, 54]
[1, 4, 13, 37, 49, 53, 54]
[1, 4, 13, 37, 50, 52, 51]
[1, 4, 13, 37, 50, 51, 53]
[1, 4, 13, 37, 50, 51, 54]
[1, 4, 13, 37, 50, 52, 53]
[1, 4, 13, 37, 50, 52, 54]
[1, 4, 13, 37, 50, 53, 54]
[1, 4, 13, 37, 52, 51, 53]
[1, 4, 13, 37, 52, 51, 54]
[1, 4, 13, 37, 51, 53, 54]
[1, 4, 13, 37, 52, 53, 54]
[1, 4, 13, 49, 38, 50, 39]
[1, 4, 13, 49, 38, 39, 51]
[1, 4, 13, 49, 38, 52, 39]
[1, 4, 13, 49, 38, 39, 53]
[1, 4, 13, 49, 38, 39, 54]
[1, 4, 13, 38, 50, 39, 51]
[1, 4, 13, 38, 50, 52, 39]
[1, 4, 13, 38, 50, 39, 53]
[1, 4, 13, 38, 50, 39, 54]
[1, 4, 13, 38, 52, 39, 51]
[1, 4, 13, 38, 39, 51, 53]
[1, 4, 13, 38, 39, 51, 54]
[1, 4, 13, 38, 52, 39, 53]
[1, 4, 13, 38, 52, 39, 54]
[1, 4, 13, 38, 39, 53, 54]
[1, 4, 13, 49, 38, 50, 51]
[1, 4, 13, 49, 38, 50, 52]
[1, 4, 13, 49, 38, 50, 53]
[1, 4, 13, 49, 38, 50, 54]
[1, 4, 13, 49, 38, 52, 51]
[1, 4, 13, 49, 38, 51, 53]
[1, 4, 13, 49, 38, 51, 54]
[1, 4, 13, 49, 38, 52, 53]
[1, 4, 13, 49, 38, 52, 54]
[1, 4, 13, 49, 38, 53, 54]
[1, 4, 13, 38, 50, 52, 51]
[1, 4, 13, 38, 50, 51, 53]
[1, 4, 13, 38, 50, 51, 54]
[1, 4, 13, 38, 50, 52, 53]
[1, 4, 13, 38, 50, 52, 54]
[1, 4, 13, 38, 50, 53, 54]
[1, 4, 13, 38, 52, 51, 53]
[1, 4, 13, 38, 52, 51, 54]
[1, 4, 13, 38, 51, 53, 54]
[1, 4, 13, 38, 52, 53, 54]
[1, 4, 13, 49, 50, 39, 51]
[1, 4, 13, 49, 50, 52, 39]
[1, 4, 13, 49, 50, 39, 53]
[1, 4, 13, 49, 50, 39, 54]
[1, 4, 13, 49, 52, 39, 51]
[1, 4, 13, 49, 39, 51, 53]
[1, 4, 13, 49, 39, 51, 54]
[1, 4, 13, 49, 52, 39, 53]
[1, 4, 13, 49, 52, 39, 54]
[1, 4, 13, 49, 39, 53, 54]
[1, 4, 13, 50, 52, 39, 51]
[1, 4, 13, 50, 39, 51, 53]
[1, 4, 13, 50, 39, 51, 54]
[1, 4, 13, 50, 52, 39, 53]
[1, 4, 13, 50, 52, 39, 54]
[1, 4, 13, 50, 39, 53, 54]
[1, 4, 13, 52, 39, 51, 53]
[1, 4, 13, 52, 39, 51, 54]
[1, 4, 13, 39, 51, 53, 54]
[1, 4, 13, 52, 39, 53, 54]
[1, 4, 13, 49, 50, 52, 51]
[1, 4, 13, 49, 50, 51, 53]
[1, 4, 13, 49, 50, 51, 54]
[1, 4, 13, 49, 50, 52, 53]
[1, 4, 13, 49, 50, 52, 54]
[1, 4, 13, 49, 50, 53, 54]
[1, 4, 13, 49, 52, 51, 53]
[1, 4, 13, 49, 52, 51, 54]
[1, 4, 13, 49, 51, 53, 54]
[1, 4, 13, 49, 52, 53, 54]
[1, 4, 13, 50, 52, 51, 53]
[1, 4, 13, 50, 52, 51, 54]
[1, 4, 13, 50, 51, 53, 54]
[1, 4, 13, 50, 52, 53, 54]
[1, 4, 13, 52, 51, 53, 54]
[1, 4, 34, 16, 37, 17, 18]
[1, 4, 34, 16, 17, 38, 18]
[1, 4, 34, 16, 17, 18, 39]
[1, 4, 34, 16, 49, 17, 18]
[1, 4, 34, 16, 17, 50, 18]
[1, 4, 34, 16, 17, 18, 51]
[1, 4, 34, 16, 17, 52, 18]
[1, 4, 34, 16, 17, 18, 53]
[1, 4, 34, 16, 17, 18, 54]
[1, 4, 16, 37, 17, 38, 18]
[1, 4, 16, 37, 17, 18, 39]
[1, 4, 16, 37, 49, 17, 18]
[1, 4, 16, 37, 17, 50, 18]
[1, 4, 16, 37, 17, 18, 51]
[1, 4, 16, 37, 17, 52, 18]
[1, 4, 16, 37, 17, 18, 53]
[1, 4, 16, 37, 17, 18, 54]
[1, 4, 16, 17, 38, 18, 39]
[1, 4, 16, 49, 17, 38, 18]
[1, 4, 16, 17, 38, 50, 18]
[1, 4, 16, 17, 38, 18, 51]
[1, 4, 16, 17, 38, 52, 18]
[1, 4, 16, 17, 38, 18, 53]
[1, 4, 16, 17, 38, 18, 54]
[1, 4, 16, 49, 17, 18, 39]
[1, 4, 16, 17, 50, 18, 39]
[1, 4, 16, 17, 18, 39, 51]
[1, 4, 16, 17, 52, 18, 39]
[1, 4, 16, 17, 18, 39, 53]
[1, 4, 16, 17, 18, 39, 54]
[1, 4, 16, 49, 17, 50, 18]
[1, 4, 16, 49, 17, 18, 51]
[1, 4, 16, 49, 17, 52, 18]
[1, 4, 16, 49, 17, 18, 53]
[1, 4, 16, 49, 17, 18, 54]
[1, 4, 16, 17, 50, 18, 51]
[1, 4, 16, 17, 50, 52, 18]
[1, 4, 16, 17, 50, 18, 53]
[1, 4, 16, 17, 50, 18, 54]
[1, 4, 16, 17, 52, 18, 51]
[1, 4, 16, 17, 18, 51, 53]
[1, 4, 16, 17, 18, 51, 54]
[1, 4, 16, 17, 52, 18, 53]
[1, 4, 16, 17, 52, 18, 54]
[1, 4, 16, 17, 18, 53, 54]
[1, 4, 34, 16, 37, 17, 38]
[1, 4, 34, 16, 37, 17, 39]
[1, 4, 34, 16, 37, 49, 17]
[1, 4, 34, 16, 37, 17, 50]
[1, 4, 34, 16, 37, 17, 51]
[1, 4, 34, 16, 37, 17, 52]
[1, 4, 34, 16, 37, 17, 53]
[1, 4, 34, 16, 37, 17, 54]
[1, 4, 34, 16, 17, 38, 39]
[1, 4, 34, 16, 49, 17, 38]
[1, 4, 34, 16, 17, 38, 50]
[1, 4, 34, 16, 17, 38, 51]
[1, 4, 34, 16, 17, 38, 52]
[1, 4, 34, 16, 17, 38, 53]
[1, 4, 34, 16, 17, 38, 54]
[1, 4, 34, 16, 49, 17, 39]
[1, 4, 34, 16, 17, 50, 39]
[1, 4, 34, 16, 17, 39, 51]
[1, 4, 34, 16, 17, 52, 39]
[1, 4, 34, 16, 17, 39, 53]
[1, 4, 34, 16, 17, 39, 54]
[1, 4, 34, 16, 49, 17, 50]
[1, 4, 34, 16, 49, 17, 51]
[1, 4, 34, 16, 49, 17, 52]
[1, 4, 34, 16, 49, 17, 53]
[1, 4, 34, 16, 49, 17, 54]
[1, 4, 34, 16, 17, 50, 51]
[1, 4, 34, 16, 17, 50, 52]
[1, 4, 34, 16, 17, 50, 53]
[1, 4, 34, 16, 17, 50, 54]
[1, 4, 34, 16, 17, 52, 51]
[1, 4, 34, 16, 17, 51, 53]
[1, 4, 34, 16, 17, 51, 54]
[1, 4, 34, 16, 17, 52, 53]
[1, 4, 34, 16, 17, 52, 54]
[1, 4, 34, 16, 17, 53, 54]
[1, 4, 16, 37, 17, 38, 39]
[1, 4, 16, 37, 49, 17, 38]
[1, 4, 16, 37, 17, 38, 50]
[1, 4, 16, 37, 17, 38, 51]
[1, 4, 16, 37, 17, 38, 52]
[1, 4, 16, 37, 17, 38, 53]
[1, 4, 16, 37, 17, 38, 54]
[1, 4, 16, 37, 49, 17, 39]
[1, 4, 16, 37, 17, 50, 39]
[1, 4, 16, 37, 17, 39, 51]
[1, 4, 16, 37, 17, 52, 39]
[1, 4, 16, 37, 17, 39, 53]
[1, 4, 16, 37, 17, 39, 54]
[1, 4, 16, 37, 49, 17, 50]
[1, 4, 16, 37, 49, 17, 51]
[1, 4, 16, 37, 49, 17, 52]
[1, 4, 16, 37, 49, 17, 53]
[1, 4, 16, 37, 49, 17, 54]
[1, 4, 16, 37, 17, 50, 51]
[1, 4, 16, 37, 17, 50, 52]
[1, 4, 16, 37, 17, 50, 53]
[1, 4, 16, 37, 17, 50, 54]
[1, 4, 16, 37, 17, 52, 51]
[1, 4, 16, 37, 17, 51, 53]
[1, 4, 16, 37, 17, 51, 54]
[1, 4, 16, 37, 17, 52, 53]
[1, 4, 16, 37, 17, 52, 54]
[1, 4, 16, 37, 17, 53, 54]
[1, 4, 16, 49, 17, 38, 39]
[1, 4, 16, 17, 38, 50, 39]
[1, 4, 16, 17, 38, 39, 51]
[1, 4, 16, 17, 38, 52, 39]
[1, 4, 16, 17, 38, 39, 53]
[1, 4, 16, 17, 38, 39, 54]
[1, 4, 16, 49, 17, 38, 50]
[1, 4, 16, 49, 17, 38, 51]
[1, 4, 16, 49, 17, 38, 52]
[1, 4, 16, 49, 17, 38, 53]
[1, 4, 16, 49, 17, 38, 54]
[1, 4, 16, 17, 38, 50, 51]
[1, 4, 16, 17, 38, 50, 52]
[1, 4, 16, 17, 38, 50, 53]
[1, 4, 16, 17, 38, 50, 54]
[1, 4, 16, 17, 38, 52, 51]
[1, 4, 16, 17, 38, 51, 53]
[1, 4, 16, 17, 38, 51, 54]
[1, 4, 16, 17, 38, 52, 53]
[1, 4, 16, 17, 38, 52, 54]
[1, 4, 16, 17, 38, 53, 54]
[1, 4, 16, 49, 17, 50, 39]
[1, 4, 16, 49, 17, 39, 51]
[1, 4, 16, 49, 17, 52, 39]
[1, 4, 16, 49, 17, 39, 53]
[1, 4, 16, 49, 17, 39, 54]
[1, 4, 16, 17, 50, 39, 51]
[1, 4, 16, 17, 50, 52, 39]
[1, 4, 16, 17, 50, 39, 53]
[1, 4, 16, 17, 50, 39, 54]
[1, 4, 16, 17, 52, 39, 51]
[1, 4, 16, 17, 39, 51, 53]
[1, 4, 16, 17, 39, 51, 54]
[1, 4, 16, 17, 52, 39, 53]
[1, 4, 16, 17, 52, 39, 54]
[1, 4, 16, 17, 39, 53, 54]
[1, 4, 16, 49, 17, 50, 51]
[1, 4, 16, 49, 17, 50, 52]
[1, 4, 16, 49, 17, 50, 53]
[1, 4, 16, 49, 17, 50, 54]
[1, 4, 16, 49, 17, 52, 51]
[1, 4, 16, 49, 17, 51, 53]
[1, 4, 16, 49, 17, 51, 54]
[1, 4, 16, 49, 17, 52, 53]
[1, 4, 16, 49, 17, 52, 54]
[1, 4, 16, 49, 17, 53, 54]
[1, 4, 16, 17, 50, 52, 51]
[1, 4, 16, 17, 50, 51, 53]
[1, 4, 16, 17, 50, 51, 54]
[1, 4, 16, 17, 50, 52, 53]
[1, 4, 16, 17, 50, 52, 54]
[1, 4, 16, 17, 50, 53, 54]
[1, 4, 16, 17, 52, 51, 53]
[1, 4, 16, 17, 52, 51, 54]
[1, 4, 16, 17, 51, 53, 54]
[1, 4, 16, 17, 52, 53, 54]
[1, 4, 34, 16, 37, 38, 18]
[1, 4, 34, 16, 37, 18, 39]
[1, 4, 34, 16, 37, 49, 18]
[1, 4, 34, 16, 37, 50, 18]
[1, 4, 34, 16, 37, 18, 51]
[1, 4, 34, 16, 37, 52, 18]
[1, 4, 34, 16, 37, 18, 53]
[1, 4, 34, 16, 37, 18, 54]
[1, 4, 34, 16, 38, 18, 39]
[1, 4, 34, 16, 49, 38, 18]
[1, 4, 34, 16, 38, 50, 18]
[1, 4, 34, 16, 38, 18, 51]
[1, 4, 34, 16, 38, 52, 18]
[1, 4, 34, 16, 38, 18, 53]
[1, 4, 34, 16, 38, 18, 54]
[1, 4, 34, 16, 49, 18, 39]
[1, 4, 34, 16, 50, 18, 39]
[1, 4, 34, 16, 18, 39, 51]
[1, 4, 34, 16, 52, 18, 39]
[1, 4, 34, 16, 18, 39, 53]
[1, 4, 34, 16, 18, 39, 54]
[1, 4, 34, 16, 49, 50, 18]
[1, 4, 34, 16, 49, 18, 51]
[1, 4, 34, 16, 49, 52, 18]
[1, 4, 34, 16, 49, 18, 53]
[1, 4, 34, 16, 49, 18, 54]
[1, 4, 34, 16, 50, 18, 51]
[1, 4, 34, 16, 50, 52, 18]
[1, 4, 34, 16, 50, 18, 53]
[1, 4, 34, 16, 50, 18, 54]
[1, 4, 34, 16, 52, 18, 51]
[1, 4, 34, 16, 18, 51, 53]
[1, 4, 34, 16, 18, 51, 54]
[1, 4, 34, 16, 52, 18, 53]
[1, 4, 34, 16, 52, 18, 54]
[1, 4, 34, 16, 18, 53, 54]
[1, 4, 16, 37, 38, 18, 39]
[1, 4, 16, 37, 49, 38, 18]
[1, 4, 16, 37, 38, 50, 18]
[1, 4, 16, 37, 38, 18, 51]
[1, 4, 16, 37, 38, 52, 18]
[1, 4, 16, 37, 38, 18, 53]
[1, 4, 16, 37, 38, 18, 54]
[1, 4, 16, 37, 49, 18, 39]
[1, 4, 16, 37, 50, 18, 39]
[1, 4, 16, 37, 18, 39, 51]
[1, 4, 16, 37, 52, 18, 39]
[1, 4, 16, 37, 18, 39, 53]
[1, 4, 16, 37, 18, 39, 54]
[1, 4, 16, 37, 49, 50, 18]
[1, 4, 16, 37, 49, 18, 51]
[1, 4, 16, 37, 49, 52, 18]
[1, 4, 16, 37, 49, 18, 53]
[1, 4, 16, 37, 49, 18, 54]
[1, 4, 16, 37, 50, 18, 51]
[1, 4, 16, 37, 50, 52, 18]
[1, 4, 16, 37, 50, 18, 53]
[1, 4, 16, 37, 50, 18, 54]
[1, 4, 16, 37, 52, 18, 51]
[1, 4, 16, 37, 18, 51, 53]
[1, 4, 16, 37, 18, 51, 54]
[1, 4, 16, 37, 52, 18, 53]
[1, 4, 16, 37, 52, 18, 54]
[1, 4, 16, 37, 18, 53, 54]
[1, 4, 16, 49, 38, 18, 39]
[1, 4, 16, 38, 50, 18, 39]
[1, 4, 16, 38, 18, 39, 51]
[1, 4, 16, 38, 52, 18, 39]
[1, 4, 16, 38, 18, 39, 53]
[1, 4, 16, 38, 18, 39, 54]
[1, 4, 16, 49, 38, 50, 18]
[1, 4, 16, 49, 38, 18, 51]
[1, 4, 16, 49, 38, 52, 18]
[1, 4, 16, 49, 38, 18, 53]
[1, 4, 16, 49, 38, 18, 54]
[1, 4, 16, 38, 50, 18, 51]
[1, 4, 16, 38, 50, 52, 18]
[1, 4, 16, 38, 50, 18, 53]
[1, 4, 16, 38, 50, 18, 54]
[1, 4, 16, 38, 52, 18, 51]
[1, 4, 16, 38, 18, 51, 53]
[1, 4, 16, 38, 18, 51, 54]
[1, 4, 16, 38, 52, 18, 53]
[1, 4, 16, 38, 52, 18, 54]
[1, 4, 16, 38, 18, 53, 54]
[1, 4, 16, 49, 50, 18, 39]
[1, 4, 16, 49, 18, 39, 51]
[1, 4, 16, 49, 52, 18, 39]
[1, 4, 16, 49, 18, 39, 53]
[1, 4, 16, 49, 18, 39, 54]
[1, 4, 16, 50, 18, 39, 51]
[1, 4, 16, 50, 52, 18, 39]
[1, 4, 16, 50, 18, 39, 53]
[1, 4, 16, 50, 18, 39, 54]
[1, 4, 16, 52, 18, 39, 51]
[1, 4, 16, 18, 39, 51, 53]
[1, 4, 16, 18, 39, 51, 54]
[1, 4, 16, 52, 18, 39, 53]
[1, 4, 16, 52, 18, 39, 54]
[1, 4, 16, 18, 39, 53, 54]
[1, 4, 16, 49, 50, 18, 51]
[1, 4, 16, 49, 50, 52, 18]
[1, 4, 16, 49, 50, 18, 53]
[1, 4, 16, 49, 50, 18, 54]
[1, 4, 16, 49, 52, 18, 51]
[1, 4, 16, 49, 18, 51, 53]
[1, 4, 16, 49, 18, 51, 54]
[1, 4, 16, 49, 52, 18, 53]
[1, 4, 16, 49, 52, 18, 54]
[1, 4, 16, 49, 18, 53, 54]
[1, 4, 16, 50, 52, 18, 51]
[1, 4, 16, 50, 18, 51, 53]
[1, 4, 16, 50, 18, 51, 54]
[1, 4, 16, 50, 52, 18, 53]
[1, 4, 16, 50, 52, 18, 54]
[1, 4, 16, 50, 18, 53, 54]
[1, 4, 16, 52, 18, 51, 53]
[1, 4, 16, 52, 18, 51, 54]
[1, 4, 16, 18, 51, 53, 54]
[1, 4, 16, 52, 18, 53, 54]
[1, 4, 34, 16, 37, 38, 39]
[1, 4, 34, 16, 37, 49, 38]
[1, 4, 34, 16, 37, 38, 50]
[1, 4, 34, 16, 37, 38, 51]
[1, 4, 34, 16, 37, 38, 52]
[1, 4, 34, 16, 37, 38, 53]
[1, 4, 34, 16, 37, 38, 54]
[1, 4, 34, 16, 37, 49, 39]
[1, 4, 34, 16, 37, 50, 39]
[1, 4, 34, 16, 37, 39, 51]
[1, 4, 34, 16, 37, 52, 39]
[1, 4, 34, 16, 37, 39, 53]
[1, 4, 34, 16, 37, 39, 54]
[1, 4, 34, 16, 37, 49, 50]
[1, 4, 34, 16, 37, 49, 51]
[1, 4, 34, 16, 37, 49, 52]
[1, 4, 34, 16, 37, 49, 53]
[1, 4, 34, 16, 37, 49, 54]
[1, 4, 34, 16, 37, 50, 51]
[1, 4, 34, 16, 37, 50, 52]
[1, 4, 34, 16, 37, 50, 53]
[1, 4, 34, 16, 37, 50, 54]
[1, 4, 34, 16, 37, 52, 51]
[1, 4, 34, 16, 37, 51, 53]
[1, 4, 34, 16, 37, 51, 54]
[1, 4, 34, 16, 37, 52, 53]
[1, 4, 34, 16, 37, 52, 54]
[1, 4, 34, 16, 37, 53, 54]
[1, 4, 34, 16, 49, 38, 39]
[1, 4, 34, 16, 38, 50, 39]
[1, 4, 34, 16, 38, 39, 51]
[1, 4, 34, 16, 38, 52, 39]
[1, 4, 34, 16, 38, 39, 53]
[1, 4, 34, 16, 38, 39, 54]
[1, 4, 34, 16, 49, 38, 50]
[1, 4, 34, 16, 49, 38, 51]
[1, 4, 34, 16, 49, 38, 52]
[1, 4, 34, 16, 49, 38, 53]
[1, 4, 34, 16, 49, 38, 54]
[1, 4, 34, 16, 38, 50, 51]
[1, 4, 34, 16, 38, 50, 52]
[1, 4, 34, 16, 38, 50, 53]
[1, 4, 34, 16, 38, 50, 54]
[1, 4, 34, 16, 38, 52, 51]
[1, 4, 34, 16, 38, 51, 53]
[1, 4, 34, 16, 38, 51, 54]
[1, 4, 34, 16, 38, 52, 53]
[1, 4, 34, 16, 38, 52, 54]
[1, 4, 34, 16, 38, 53, 54]
[1, 4, 34, 16, 49, 50, 39]
[1, 4, 34, 16, 49, 39, 51]
[1, 4, 34, 16, 49, 52, 39]
[1, 4, 34, 16, 49, 39, 53]
[1, 4, 34, 16, 49, 39, 54]
[1, 4, 34, 16, 50, 39, 51]
[1, 4, 34, 16, 50, 52, 39]
[1, 4, 34, 16, 50, 39, 53]
[1, 4, 34, 16, 50, 39, 54]
[1, 4, 34, 16, 52, 39, 51]
[1, 4, 34, 16, 39, 51, 53]
[1, 4, 34, 16, 39, 51, 54]
[1, 4, 34, 16, 52, 39, 53]
[1, 4, 34, 16, 52, 39, 54]
[1, 4, 34, 16, 39, 53, 54]
[1, 4, 34, 16, 49, 50, 51]
[1, 4, 34, 16, 49, 50, 52]
[1, 4, 34, 16, 49, 50, 53]
[1, 4, 34, 16, 49, 50, 54]
[1, 4, 34, 16, 49, 52, 51]
[1, 4, 34, 16, 49, 51, 53]
[1, 4, 34, 16, 49, 51, 54]
[1, 4, 34, 16, 49, 52, 53]
[1, 4, 34, 16, 49, 52, 54]
[1, 4, 34, 16, 49, 53, 54]
[1, 4, 34, 16, 50, 52, 51]
[1, 4, 34, 16, 50, 51, 53]
[1, 4, 34, 16, 50, 51, 54]
[1, 4, 34, 16, 50, 52, 53]
[1, 4, 34, 16, 50, 52, 54]
[1, 4, 34, 16, 50, 53, 54]
[1, 4, 34, 16, 52, 51, 53]
[1, 4, 34, 16, 52, 51, 54]
[1, 4, 34, 16, 51, 53, 54]
[1, 4, 34, 16, 52, 53, 54]
[1, 4, 16, 37, 49, 38, 39]
[1, 4, 16, 37, 38, 50, 39]
[1, 4, 16, 37, 38, 39, 51]
[1, 4, 16, 37, 38, 52, 39]
[1, 4, 16, 37, 38, 39, 53]
[1, 4, 16, 37, 38, 39, 54]
[1, 4, 16, 37, 49, 38, 50]
[1, 4, 16, 37, 49, 38, 51]
[1, 4, 16, 37, 49, 38, 52]
[1, 4, 16, 37, 49, 38, 53]
[1, 4, 16, 37, 49, 38, 54]
[1, 4, 16, 37, 38, 50, 51]
[1, 4, 16, 37, 38, 50, 52]
[1, 4, 16, 37, 38, 50, 53]
[1, 4, 16, 37, 38, 50, 54]
[1, 4, 16, 37, 38, 52, 51]
[1, 4, 16, 37, 38, 51, 53]
[1, 4, 16, 37, 38, 51, 54]
[1, 4, 16, 37, 38, 52, 53]
[1, 4, 16, 37, 38, 52, 54]
[1, 4, 16, 37, 38, 53, 54]
[1, 4, 16, 37, 49, 50, 39]
[1, 4, 16, 37, 49, 39, 51]
[1, 4, 16, 37, 49, 52, 39]
[1, 4, 16, 37, 49, 39, 53]
[1, 4, 16, 37, 49, 39, 54]
[1, 4, 16, 37, 50, 39, 51]
[1, 4, 16, 37, 50, 52, 39]
[1, 4, 16, 37, 50, 39, 53]
[1, 4, 16, 37, 50, 39, 54]
[1, 4, 16, 37, 52, 39, 51]
[1, 4, 16, 37, 39, 51, 53]
[1, 4, 16, 37, 39, 51, 54]
[1, 4, 16, 37, 52, 39, 53]
[1, 4, 16, 37, 52, 39, 54]
[1, 4, 16, 37, 39, 53, 54]
[1, 4, 16, 37, 49, 50, 51]
[1, 4, 16, 37, 49, 50, 52]
[1, 4, 16, 37, 49, 50, 53]
[1, 4, 16, 37, 49, 50, 54]
[1, 4, 16, 37, 49, 52, 51]
[1, 4, 16, 37, 49, 51, 53]
[1, 4, 16, 37, 49, 51, 54]
[1, 4, 16, 37, 49, 52, 53]
[1, 4, 16, 37, 49, 52, 54]
[1, 4, 16, 37, 49, 53, 54]
[1, 4, 16, 37, 50, 52, 51]
[1, 4, 16, 37, 50, 51, 53]
[1, 4, 16, 37, 50, 51, 54]
[1, 4, 16, 37, 50, 52, 53]
[1, 4, 16, 37, 50, 52, 54]
[1, 4, 16, 37, 50, 53, 54]
[1, 4, 16, 37, 52, 51, 53]
[1, 4, 16, 37, 52, 51, 54]
[1, 4, 16, 37, 51, 53, 54]
[1, 4, 16, 37, 52, 53, 54]
[1, 4, 16, 49, 38, 50, 39]
[1, 4, 16, 49, 38, 39, 51]
[1, 4, 16, 49, 38, 52, 39]
[1, 4, 16, 49, 38, 39, 53]
[1, 4, 16, 49, 38, 39, 54]
[1, 4, 16, 38, 50, 39, 51]
[1, 4, 16, 38, 50, 52, 39]
[1, 4, 16, 38, 50, 39, 53]
[1, 4, 16, 38, 50, 39, 54]
[1, 4, 16, 38, 52, 39, 51]
[1, 4, 16, 38, 39, 51, 53]
[1, 4, 16, 38, 39, 51, 54]
[1, 4, 16, 38, 52, 39, 53]
[1, 4, 16, 38, 52, 39, 54]
[1, 4, 16, 38, 39, 53, 54]
[1, 4, 16, 49, 38, 50, 51]
[1, 4, 16, 49, 38, 50, 52]
[1, 4, 16, 49, 38, 50, 53]
[1, 4, 16, 49, 38, 50, 54]
[1, 4, 16, 49, 38, 52, 51]
[1, 4, 16, 49, 38, 51, 53]
[1, 4, 16, 49, 38, 51, 54]
[1, 4, 16, 49, 38, 52, 53]
[1, 4, 16, 49, 38, 52, 54]
[1, 4, 16, 49, 38, 53, 54]
[1, 4, 16, 38, 50, 52, 51]
[1, 4, 16, 38, 50, 51, 53]
[1, 4, 16, 38, 50, 51, 54]
[1, 4, 16, 38, 50, 52, 53]
[1, 4, 16, 38, 50, 52, 54]
[1, 4, 16, 38, 50, 53, 54]
[1, 4, 16, 38, 52, 51, 53]
[1, 4, 16, 38, 52, 51, 54]
[1, 4, 16, 38, 51, 53, 54]
[1, 4, 16, 38, 52, 53, 54]
[1, 4, 16, 49, 50, 39, 51]
[1, 4, 16, 49, 50, 52, 39]
[1, 4, 16, 49, 50, 39, 53]
[1, 4, 16, 49, 50, 39, 54]
[1, 4, 16, 49, 52, 39, 51]
[1, 4, 16, 49, 39, 51, 53]
[1, 4, 16, 49, 39, 51, 54]
[1, 4, 16, 49, 52, 39, 53]
[1, 4, 16, 49, 52, 39, 54]
[1, 4, 16, 49, 39, 53, 54]
[1, 4, 16, 50, 52, 39, 51]
[1, 4, 16, 50, 39, 51, 53]
[1, 4, 16, 50, 39, 51, 54]
[1, 4, 16, 50, 52, 39, 53]
[1, 4, 16, 50, 52, 39, 54]
[1, 4, 16, 50, 39, 53, 54]
[1, 4, 16, 52, 39, 51, 53]
[1, 4, 16, 52, 39, 51, 54]
[1, 4, 16, 39, 51, 53, 54]
[1, 4, 16, 52, 39, 53, 54]
[1, 4, 16, 49, 50, 52, 51]
[1, 4, 16, 49, 50, 51, 53]
[1, 4, 16, 49, 50, 51, 54]
[1, 4, 16, 49, 50, 52, 53]
[1, 4, 16, 49, 50, 52, 54]
[1, 4, 16, 49, 50, 53, 54]
[1, 4, 16, 49, 52, 51, 53]
[1, 4, 16, 49, 52, 51, 54]
[1, 4, 16, 49, 51, 53, 54]
[1, 4, 16, 49, 52, 53, 54]
[1, 4, 16, 50, 52, 51, 53]
[1, 4, 16, 50, 52, 51, 54]
[1, 4, 16, 50, 51, 53, 54]
[1, 4, 16, 50, 52, 53, 54]
[1, 4, 16, 52, 51, 53, 54]
[1, 4, 34, 37, 17, 38, 18]
[1, 4, 34, 37, 17, 18, 39]
